fecha,indicativo,nombre,provincia,altitud,prec,dir,velmedia,racha,horaracha,idema,nombre_estacion
2023-07-06,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"2,8","10,0",15:20,3194U,Ciudad Universitaria
2023-07-07,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",24.0,"2,8","11,9",17:40,3194U,Ciudad Universitaria
2023-07-08,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",26.0,"2,8","10,6",12:50,3194U,Ciudad Universitaria
2023-07-09,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",24.0,"1,4","8,3",16:50,3194U,Ciudad Universitaria
2023-07-10,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"1,1","7,8",14:50,3194U,Ciudad Universitaria
2023-07-11,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",20.0,"3,1","12,2",14:10,3194U,Ciudad Universitaria
2023-07-12,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",25.0,"2,2","9,7",15:20,3194U,Ciudad Universitaria
2023-07-13,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",23.0,"1,7","7,5",15:40,3194U,Ciudad Universitaria
2023-07-14,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"2,8","11,4",16:50,3194U,Ciudad Universitaria
2023-07-15,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"3,3","11,4",11:10,3194U,Ciudad Universitaria
2023-07-16,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"2,8","9,7",12:20,3194U,Ciudad Universitaria
2023-07-17,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"1,1","7,8",12:30,3194U,Ciudad Universitaria
2023-07-18,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",26.0,"2,8","11,4",14:00,3194U,Ciudad Universitaria
2023-07-19,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",21.0,"3,3","13,9",15:40,3194U,Ciudad Universitaria
2023-07-20,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",26.0,"3,1","12,2",13:30,3194U,Ciudad Universitaria
2023-07-21,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",25.0,"3,1","9,4",14:40,3194U,Ciudad Universitaria
2023-07-22,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",5.0,"1,4","7,8",00:10,3194U,Ciudad Universitaria
2023-07-23,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",23.0,"2,5","9,7",13:20,3194U,Ciudad Universitaria
2023-07-24,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",27.0,"3,1","11,9",16:40,3194U,Ciudad Universitaria
2023-07-25,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",24.0,"1,4","8,9",16:50,3194U,Ciudad Universitaria
2023-07-26,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",8.0,"1,4","6,9",00:20,3194U,Ciudad Universitaria
2023-07-27,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",24.0,"2,5","12,5",15:10,3194U,Ciudad Universitaria
2023-07-28,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",28.0,"1,7","9,7",16:00,3194U,Ciudad Universitaria
2023-07-29,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",23.0,"1,9","10,3",13:10,3194U,Ciudad Universitaria
2023-07-30,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",24.0,"1,7","11,1",14:40,3194U,Ciudad Universitaria
2023-07-31,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",25.0,"2,2","8,1",19:00,3194U,Ciudad Universitaria
2023-08-01,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",28.0,"1,7","6,9",18:30,3194U,Ciudad Universitaria
2023-08-02,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",21.0,"3,1","11,1",12:40,3194U,Ciudad Universitaria
2023-08-03,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",4.0,"2,8","10,3",23:30,3194U,Ciudad Universitaria
2023-08-04,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",4.0,"3,6","12,2",05:00,3194U,Ciudad Universitaria
2023-08-05,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",8.0,"1,1","8,6",00:20,3194U,Ciudad Universitaria
2023-08-06,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",7.0,"3,3","11,1",23:10,3194U,Ciudad Universitaria
2023-08-07,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",6.0,"1,1","9,4",00:20,3194U,Ciudad Universitaria
2023-08-08,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"1,4","6,7",15:40,3194U,Ciudad Universitaria
2023-08-09,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"1,4","10,0",14:30,3194U,Ciudad Universitaria
2023-08-10,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"1,1","8,3",14:00,3194U,Ciudad Universitaria
2023-08-11,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"1,4","7,2",17:30,3194U,Ciudad Universitaria
2023-08-12,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",24.0,"0,8","7,8",14:40,3194U,Ciudad Universitaria
2023-08-13,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",24.0,"1,9","11,4",16:30,3194U,Ciudad Universitaria
2023-08-14,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",99.0,"2,2","8,3",12:30,3194U,Ciudad Universitaria
2023-08-15,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",23.0,"1,7","8,3",16:00,3194U,Ciudad Universitaria
2023-08-16,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",23.0,"1,4","8,3",17:00,3194U,Ciudad Universitaria
2023-08-17,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"1,4","8,9",15:00,3194U,Ciudad Universitaria
2023-08-18,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"1,7","11,1",15:10,3194U,Ciudad Universitaria
2023-08-19,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",25.0,"1,4","7,5",13:00,3194U,Ciudad Universitaria
2023-08-20,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",21.0,"1,1","6,4",13:40,3194U,Ciudad Universitaria
2023-08-21,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",9.0,"0,8","7,8",23:20,3194U,Ciudad Universitaria
2023-08-22,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",15.0,"0,8","7,5",23:40,3194U,Ciudad Universitaria
2023-08-23,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",12.0,"1,4","7,2",14:20,3194U,Ciudad Universitaria
2023-08-24,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",23.0,"1,9","8,1",16:40,3194U,Ciudad Universitaria
2023-08-25,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"2,2","14,7",15:10,3194U,Ciudad Universitaria
2023-08-26,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"4,4","17,2",17:00,3194U,Ciudad Universitaria
2023-08-27,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",3.0,"3,6","12,2",06:30,3194U,Ciudad Universitaria
2023-08-28,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",26.0,"1,4","7,5",15:20,3194U,Ciudad Universitaria
2023-08-29,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",4.0,"1,7","8,9",17:20,3194U,Ciudad Universitaria
2023-08-30,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",6.0,"0,6","8,1",00:10,3194U,Ciudad Universitaria
2023-08-31,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",26.0,"1,4","7,5",15:10,3194U,Ciudad Universitaria
2023-09-01,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,2",22.0,"1,7","10,8",13:50,3194U,Ciudad Universitaria
2023-09-02,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"36,0",5.0,"3,1","11,4",13:50,3194U,Ciudad Universitaria
2023-09-03,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"59,6",6.0,"2,2","8,9",13:30,3194U,Ciudad Universitaria
2023-09-04,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"10,2",23.0,"1,1","9,2",03:50,3194U,Ciudad Universitaria
2023-09-05,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"17,2",22.0,"0,3","5,3",13:40,3194U,Ciudad Universitaria
2023-09-06,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",9.0,"0,8","4,7",23:59,3194U,Ciudad Universitaria
2023-09-07,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",10.0,"0,8","5,0",23:40,3194U,Ciudad Universitaria
2023-09-08,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"1,9",12.0,"0,8","6,7",23:00,3194U,Ciudad Universitaria
2023-09-09,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"7,4",22.0,"0,6","6,1",14:00,3194U,Ciudad Universitaria
2023-09-10,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"6,6",11.0,"0,8","7,5",18:20,3194U,Ciudad Universitaria
2023-09-11,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",23.0,"1,4","8,3",13:20,3194U,Ciudad Universitaria
2023-09-12,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",5.0,"0,8","8,1",21:50,3194U,Ciudad Universitaria
2023-09-13,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",6.0,"1,9","8,1",06:10,3194U,Ciudad Universitaria
2023-09-14,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"14,9",10.0,"1,1","10,6",23:30,3194U,Ciudad Universitaria
2023-09-15,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"7,4",22.0,"2,5","15,8",20:00,3194U,Ciudad Universitaria
2023-09-16,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"2,0",8.0,"1,1","6,1",16:20,3194U,Ciudad Universitaria
2023-09-17,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"6,0",22.0,"1,1","10,8",12:00,3194U,Ciudad Universitaria
2023-09-18,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"1,1","6,1",15:50,3194U,Ciudad Universitaria
2023-09-19,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",25.0,"0,3","4,7",13:50,3194U,Ciudad Universitaria
2023-09-20,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",23.0,"2,8","10,3",13:00,3194U,Ciudad Universitaria
2023-09-21,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,2",22.0,"2,8","10,6",14:20,3194U,Ciudad Universitaria
2023-09-22,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",28.0,"1,4","8,3",14:10,3194U,Ciudad Universitaria
2023-09-23,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"0,3","4,7",14:10,3194U,Ciudad Universitaria
2023-09-24,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"0,3","4,4",14:20,3194U,Ciudad Universitaria
2023-09-25,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",23.0,"0,3","5,0",15:50,3194U,Ciudad Universitaria
2023-09-26,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"0,6","4,4",14:50,3194U,Ciudad Universitaria
2023-09-27,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",23.0,"0,8","5,8",16:30,3194U,Ciudad Universitaria
2023-09-28,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"0,6","6,4",12:50,3194U,Ciudad Universitaria
2023-09-29,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",5.0,"0,8","4,2",11:00,3194U,Ciudad Universitaria
2023-09-30,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",2.0,"0,3","4,7",02:20,3194U,Ciudad Universitaria
2023-10-01,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",8.0,"0,8","5,0",08:20,3194U,Ciudad Universitaria
2023-10-02,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",21.0,"0,3","3,9",13:40,3194U,Ciudad Universitaria
2023-10-03,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",6.0,"0,6","5,3",23:10,3194U,Ciudad Universitaria
2023-10-04,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",6.0,"0,8","5,6",01:10,3194U,Ciudad Universitaria
2023-10-05,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",6.0,"0,0","4,4",23:10,3194U,Ciudad Universitaria
2023-10-06,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",5.0,"1,1","5,8",22:20,3194U,Ciudad Universitaria
2023-10-07,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",8.0,"0,8","5,6",05:10,3194U,Ciudad Universitaria
2023-10-08,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",7.0,"0,8","5,6",23:00,3194U,Ciudad Universitaria
2023-10-09,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",8.0,"0,8","5,0",00:10,3194U,Ciudad Universitaria
2023-10-10,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",26.0,"0,3","3,3",11:30,3194U,Ciudad Universitaria
2023-10-11,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",22.0,"0,6","4,2",12:30,3194U,Ciudad Universitaria
2023-10-12,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",21.0,"0,3","5,0",14:20,3194U,Ciudad Universitaria
2023-10-13,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"2,2",27.0,"0,8","7,5",18:10,3194U,Ciudad Universitaria
2023-10-14,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",26.0,"0,6","4,2",17:00,3194U,Ciudad Universitaria
2023-10-15,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"2,1",23.0,"1,1","4,2",21:10,3194U,Ciudad Universitaria
2023-10-16,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,3",24.0,"1,9","7,8",12:50,3194U,Ciudad Universitaria
2023-10-17,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"1,6",22.0,"1,7","14,7",14:50,3194U,Ciudad Universitaria
2023-10-18,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"5,1",22.0,"3,1","14,2",11:30,3194U,Ciudad Universitaria
2023-10-19,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"84,7",28.0,"1,7","13,9",14:20,3194U,Ciudad Universitaria
2023-10-20,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-10-21,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-10-22,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"33,4",,,,,3194U,Ciudad Universitaria
2023-10-23,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"1,5",,,,,3194U,Ciudad Universitaria
2023-10-24,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"2,3",,,,,3194U,Ciudad Universitaria
2023-10-25,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,4",,,,,3194U,Ciudad Universitaria
2023-10-26,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"4,0",,,,,3194U,Ciudad Universitaria
2023-10-27,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,1",,,,,3194U,Ciudad Universitaria
2023-10-28,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,5",,,,,3194U,Ciudad Universitaria
2023-10-29,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"5,2",,,,,3194U,Ciudad Universitaria
2023-10-30,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"2,4",,,,,3194U,Ciudad Universitaria
2023-10-31,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-01,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"1,3",,,,,3194U,Ciudad Universitaria
2023-11-02,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"6,7",,,,,3194U,Ciudad Universitaria
2023-11-03,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,4",,,,,3194U,Ciudad Universitaria
2023-11-04,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,7",,,,,3194U,Ciudad Universitaria
2023-11-05,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-06,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-07,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-08,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,3",,,,,3194U,Ciudad Universitaria
2023-11-09,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-10,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"1,9",,,,,3194U,Ciudad Universitaria
2023-11-11,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-12,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,1",,,,,3194U,Ciudad Universitaria
2023-11-13,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-14,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-15,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,1",,,,,3194U,Ciudad Universitaria
2023-11-16,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,1",,,,,3194U,Ciudad Universitaria
2023-11-17,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-18,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-19,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-20,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-21,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-22,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-23,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-24,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-25,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-26,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-27,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-28,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-29,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-11-30,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"55,3",,,,,3194U,Ciudad Universitaria
2023-12-01,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-02,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-03,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"1,5",,,,,3194U,Ciudad Universitaria
2023-12-04,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-05,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-06,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-07,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"13,1",,,,,3194U,Ciudad Universitaria
2023-12-08,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,1",,,,,3194U,Ciudad Universitaria
2023-12-09,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,1",,,,,3194U,Ciudad Universitaria
2023-12-10,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,5",,,,,3194U,Ciudad Universitaria
2023-12-11,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-12,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"3,5",,,,,3194U,Ciudad Universitaria
2023-12-13,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-14,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-15,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-16,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-17,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-18,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-19,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,7",,,,,3194U,Ciudad Universitaria
2023-12-20,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,1",,,,,3194U,Ciudad Universitaria
2023-12-21,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-22,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-23,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-24,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-25,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-26,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-27,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-28,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-29,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-30,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
2023-12-31,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,"0,0",,,,,3194U,Ciudad Universitaria
