fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,idema,nombre_estacion,dir,velmedia,racha,horaracha
2022-03-05,3195,"MADRID, RETIRO",MADRID,667,"7,9","0,0","3,6",06:50,"12,2",15:30,"940,8",00,"935,4",17,51.0,77.0,07:20,31.0,14:30,3195,Madrid Retiro,,,,
2022-03-06,3195,"MADRID, RETIRO",MADRID,667,"7,4","5,9","3,7",07:00,"11,1",13:50,"936,8",24,"933,9",16,54.0,93.0,23:59,41.0,12:50,3195,Madrid Retiro,,,,
2022-03-07,3195,"MADRID, RETIRO",MADRID,667,"7,8","2,8","4,4",06:20,"11,1",13:50,"936,6",Varias,"933,3",15,83.0,98.0,Varias,59.0,13:50,3195,Madrid Retiro,,,,
2022-03-08,3195,"MADRID, RETIRO",MADRID,667,"9,0","0,0","5,5",03:50,"12,5",16:40,"942,1",Varias,"935,3",03,63.0,92.0,03:50,54.0,16:30,3195,Madrid Retiro,,,,
2022-03-09,3195,"MADRID, RETIRO",MADRID,667,"8,6","0,0","4,3",04:40,"13,0",12:50,"943,6",09,"941,6",Varias,67.0,91.0,Varias,53.0,14:00,3195,Madrid Retiro,,,,
2022-03-10,3195,"MADRID, RETIRO",MADRID,667,"11,4",,"7,9",09:20,"14,8",16:10,"943,2",10,"937,8",24,64.0,85.0,09:00,47.0,15:40,3195,Madrid Retiro,,,,
2022-03-11,3195,"MADRID, RETIRO",MADRID,667,"10,2",,"7,3",23:10,"13,0",14:40,"937,8",00,"934,7",14,85.0,99.0,11:00,68.0,15:20,3195,Madrid Retiro,,,,
2022-03-12,3195,"MADRID, RETIRO",MADRID,667,"8,4",,"4,2",06:30,"12,5",13:10,"939,3",09,"934,6",24,67.0,94.0,23:59,50.0,12:50,3195,Madrid Retiro,,,,
2022-03-13,3195,"MADRID, RETIRO",MADRID,667,"9,0",,"4,7",06:40,"13,4",16:00,"937,8",10,"933,7",02,62.0,99.0,02:00,34.0,13:30,3195,Madrid Retiro,,,,
2022-03-15,3195,"MADRID, RETIRO",MADRID,667,,"0,0",,,,,,,,,,,,,,3195,Madrid Retiro,,,,
2022-03-16,3195,"MADRID, RETIRO",MADRID,667,,"0,0",,,,,,,,,,,,,,3195,Madrid Retiro,,,,
2022-03-17,3195,"MADRID, RETIRO",MADRID,667,"10,6","0,2","8,6",23:59,"12,7",14:50,"945,5",24,"939,6",Varias,61.0,73.0,00:00,52.0,16:30,3195,Madrid Retiro,,,,
2022-03-18,3195,"MADRID, RETIRO",MADRID,667,"10,6","0,0","7,4",05:50,"13,8",15:40,"947,0",10,"945,0",Varias,64.0,76.0,06:50,52.0,15:50,3195,Madrid Retiro,,,,
2022-03-19,3195,"MADRID, RETIRO",MADRID,667,"10,8","0,0","7,8",04:10,"13,7",14:30,"946,7",10,"944,3",Varias,65.0,83.0,04:00,49.0,14:50,3195,Madrid Retiro,,,,
2022-03-20,3195,"MADRID, RETIRO",MADRID,667,"11,3","6,7","8,8",04:30,"13,8",16:30,"945,4",00,"940,9",17,65.0,75.0,23:40,53.0,16:20,3195,Madrid Retiro,,,,
2022-03-21,3195,"MADRID, RETIRO",MADRID,667,"10,5","25,4","7,2",08:10,"13,8",13:30,"942,8",22,"939,9",16,92.0,99.0,09:30,65.0,13:30,3195,Madrid Retiro,,,,
2022-03-22,3195,"MADRID, RETIRO",MADRID,667,"9,8","1,2","7,9",02:50,"11,8",12:50,"944,9",Varias,"941,6",05,81.0,96.0,02:40,72.0,19:10,3195,Madrid Retiro,,,,
2022-03-23,3195,"MADRID, RETIRO",MADRID,667,"9,2","1,8","6,4",02:20,"11,9",12:10,"944,7",00,"940,7",16,72.0,91.0,21:10,58.0,13:30,3195,Madrid Retiro,,,,
2022-03-24,3195,"MADRID, RETIRO",MADRID,667,"9,4","6,2","7,2",02:20,"11,6",17:00,"942,0",00,"939,7",16,85.0,97.0,19:50,77.0,00:00,3195,Madrid Retiro,,,,
2022-03-25,3195,"MADRID, RETIRO",MADRID,667,"10,5","4,4","8,3",05:30,"12,7",15:30,"941,4",00,"937,8",16,86.0,97.0,19:30,76.0,11:30,3195,Madrid Retiro,,,,
2022-03-26,3195,"MADRID, RETIRO",MADRID,667,"10,5","0,0","8,0",03:10,"13,0",16:10,"943,5",24,"938,9",04,78.0,90.0,23:10,69.0,14:00,3195,Madrid Retiro,,,,
2022-03-27,3195,"MADRID, RETIRO",MADRID,667,"11,2","0,0","8,6",05:50,"13,8",Varias,"946,4",22,"942,9",03,71.0,89.0,01:00,57.0,Varias,3195,Madrid Retiro,,,,
2022-03-28,3195,"MADRID, RETIRO",MADRID,667,"12,2","0,0","7,4",04:30,"16,9",15:40,"946,1",00,"937,6",21,65.0,90.0,03:10,50.0,12:20,3195,Madrid Retiro,,,,
2022-03-29,3195,"MADRID, RETIRO",MADRID,667,"13,6","7,4","9,9",06:10,"17,3",14:00,"938,0",02,"928,1",18,64.0,94.0,Varias,48.0,12:30,3195,Madrid Retiro,,,,
2022-03-30,3195,"MADRID, RETIRO",MADRID,667,"9,9","1,0","7,8",23:59,"12,0",16:00,"928,9",23,"925,8",16,77.0,96.0,00:10,65.0,18:30,3195,Madrid Retiro,,,,
2022-03-31,3195,"MADRID, RETIRO",MADRID,667,"9,8","0,8","5,8",03:50,"13,8",15:10,"931,4",24,"927,8",15,60.0,90.0,21:20,42.0,12:40,3195,Madrid Retiro,,,,
2022-04-01,3195,"MADRID, RETIRO",MADRID,667,"7,4","0,1","3,6",23:59,"11,2",13:50,"940,4",24,"931,4",00,38.0,89.0,00:00,26.0,13:30,3195,Madrid Retiro,3.0,"3,9","11,9",08:50
2022-04-02,3195,"MADRID, RETIRO",MADRID,667,"6,7","0,0","2,3",06:30,"11,1",14:30,"941,6",10,"938,7",16,37.0,57.0,04:20,27.0,16:30,3195,Madrid Retiro,1.0,"3,6","10,3",17:00
2022-04-03,3195,"MADRID, RETIRO",MADRID,667,"6,0","0,0","0,9",06:10,"11,1",14:20,"940,1",00,"934,6",16,40.0,65.0,04:20,22.0,16:40,3195,Madrid Retiro,4.0,"3,1","13,1",23:59
2022-04-04,3195,"MADRID, RETIRO",MADRID,667,"6,3","0,0","0,1",06:10,"12,5",15:30,"938,6",00,"933,9",17,45.0,61.0,20:20,29.0,16:00,3195,Madrid Retiro,7.0,"3,6","12,8",00:20
2022-04-05,3195,"MADRID, RETIRO",MADRID,667,"7,7","0,0","3,8",05:30,"11,6",15:30,"937,6",10,"934,2",17,51.0,79.0,23:30,34.0,15:40,3195,Madrid Retiro,4.0,"2,8","8,9",06:20
2022-04-06,3195,"MADRID, RETIRO",MADRID,667,"10,4","0,0","3,9",05:20,"17,0",16:20,"940,7",24,"935,3",03,55.0,89.0,06:10,25.0,18:00,3195,Madrid Retiro,23.0,"2,2","8,3",16:30
2022-04-07,3195,"MADRID, RETIRO",MADRID,667,"13,2","0,0","6,7",06:00,"19,8",15:40,"942,9",22,"940,4",00,56.0,85.0,06:40,34.0,12:20,3195,Madrid Retiro,24.0,"3,1","9,2",15:30
2022-04-08,3195,"MADRID, RETIRO",MADRID,667,"11,8","0,0","7,1",06:30,"16,5",15:50,"942,6",00,"939,4",16,67.0,91.0,06:10,50.0,15:10,3195,Madrid Retiro,25.0,"3,9","10,8",16:00
2022-04-09,3195,"MADRID, RETIRO",MADRID,667,"13,8","0,0","9,4",05:40,"18,1",15:40,"940,8",10,"938,6",16,74.0,94.0,23:50,57.0,Varias,3195,Madrid Retiro,27.0,"2,2","8,3",00:10
2022-04-10,3195,"MADRID, RETIRO",MADRID,667,"16,4","0,0","10,4",02:00,"22,5",15:50,"940,0",00,"932,7",18,60.0,99.0,01:30,33.0,17:00,3195,Madrid Retiro,12.0,"2,5","11,4",20:00
2022-04-11,3195,"MADRID, RETIRO",MADRID,667,"16,0","4,3","9,3",23:59,"22,7",14:50,"933,3",00,"927,3",16,48.0,94.0,23:50,30.0,15:30,3195,Madrid Retiro,24.0,"3,3","12,5",20:10
2022-04-12,3195,"MADRID, RETIRO",MADRID,667,"12,1","4,1","8,5",23:59,"15,7",13:50,"934,4",22,"931,3",04,81.0,98.0,23:30,47.0,13:50,3195,Madrid Retiro,27.0,"1,4","13,6",15:50
2022-04-13,3195,"MADRID, RETIRO",MADRID,667,"12,6","0,0","6,0",06:30,"19,2",13:30,"939,2",Varias,"934,0",01,59.0,99.0,Varias,36.0,13:00,3195,Madrid Retiro,10.0,"3,1","8,6",12:50
